id,observed_on_string,observed_on,time_observed_at,time_zone,user_id,user_login,created_at,updated_at,quality_grade,license,url,image_url,sound_url,tag_list,description,num_identification_agreements,num_identification_disagreements,captive_cultivated,oauth_application_id,place_guess,latitude,longitude,positional_accuracy,geoprivacy,taxon_geoprivacy,coordinates_obscured,positioning_method,positioning_device,place_town_name,place_county_name,place_state_name,place_country_name,place_admin1_name,place_admin2_name,species_guess,scientific_name,common_name,iconic_taxon_name,taxon_id,taxon_kingdom_name,taxon_phylum_name,taxon_subphylum_name,taxon_superclass_name,taxon_class_name,taxon_subclass_name,taxon_superorder_name,taxon_order_name,taxon_suborder_name,taxon_superfamily_name,taxon_family_name,taxon_subfamily_name,taxon_supertribe_name,taxon_tribe_name,taxon_subtribe_name,taxon_genus_name,taxon_genushybrid_name,taxon_species_name,taxon_hybrid_name,taxon_subspecies_name,taxon_variety_name,taxon_form_name
505543,2008-09-19 14:51:41,2008-09-19,2008-09-19 18:51:41 UTC,Eastern Time (US & Canada),3773,anita363,2014-01-20 20:19:55 UTC,2018-02-24 02:34:09 UTC,research,CC-BY-NC-SA,http://www.inaturalist.org/observations/505543,https://static.inaturalist.org/photos/570377/medium.jpg?1444320908,,"",on New England Aster,2,0,false,,"Riverwoods, Illinois, United States",42.154996,-87.909411,,,,false,,"",,Lake,Illinois,United States,Illinois,Lake,Modest Masked Bee,Hylaeus modestus,Modest Masked Bee,Insecta,199048,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,Hylaeus modestus,,,,
505552,2013-08-02 13:24:14,2013-08-02,2013-08-02 17:24:14 UTC,Eastern Time (US & Canada),3773,anita363,2014-01-20 20:20:03 UTC,2018-06-01 00:29:40 UTC,needs_id,CC-BY-NC-SA,http://www.inaturalist.org/observations/505552,https://static.inaturalist.org/photos/643841/medium.jpg?1444420746,,"","Not a great shot, but shows an interesting behavior.  I understand they do this to evaporate off excess water and concentrate the sugar from nectar they have been drinking.

I am assuming this is not IDable -- and probably wouldn't be IDable even with a good shot :-) -- but am including below the other shot I got of it.",2,0,false,,"New Brunswick, New Jersey, United States",40.498034,-74.434867,,,,false,,"",Highland Park New Jersey,Middlesex,New Jersey,United States,New Jersey,Middlesex,Masked Bees,Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
544139,2013-03-16,2013-03-16,,Eastern Time (US & Canada),30601,calopteryx,2014-02-26 02:43:28 UTC,2018-01-11 04:00:20 UTC,research,CC0,http://www.inaturalist.org/observations/544139,https://static.inaturalist.org/photos/691863/medium.JPG?1393382617,,"","",2,0,false,,"Lake Matoaka Woods, Williamsburg VA",37.270597,-76.725833,105,,,false,,,,Williamsburg,Virginia,United States,Virginia,Williamsburg,Unequal Cellophane Bee,Colletes inaequalis,Unequal Cellophane Bee,Insecta,199041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes inaequalis,,,,
573793,2014-03-15 10:57:47,2014-03-15,2014-03-15 17:57:47 UTC,Pacific Time (US & Canada),1,kueda,2014-03-18 07:54:48 UTC,2019-09-26 16:26:05 UTC,needs_id,CC0,http://www.inaturalist.org/observations/573793,https://static.inaturalist.org/photos/729469/medium.jpg?1395129323,,"","Hangin' out with the scale insects on the chamise. Lots of these around, maybe 5-7 mm.",1,0,false,,"San Benito County, US-CA, US",36.5673587829,-121.1329314852,,,,true,,,,San Benito,California,United States,California,San Benito,Hylaeus,Hylaeus,,Insecta,602834,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
609188,2014-04-05 13:48:58,2014-04-05,2014-04-05 17:48:58 UTC,Eastern Time (US & Canada),17932,treichard,2014-04-05 23:43:57 UTC,2020-03-07 15:02:45 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/609188,https://static.inaturalist.org/photos/768044/medium.jpg?1396741445,,"",A neighborhood of bees burrowing in the sandy soil.,2,0,false,,"Anne Arundel, Maryland, United States",39.0552516667,-76.7237916667,,,,false,,,Odenton,Anne Arundel,Maryland,United States,Maryland,Anne Arundel,Blueberry Cellophane Bee,Colletes validus,Blueberry Cellophane Bee,Insecta,199055,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes validus,,,,
621561,2014-04-12 14:52:21,2014-04-12,2014-04-12 18:52:21 UTC,Eastern Time (US & Canada),17932,treichard,2014-04-13 03:42:30 UTC,2018-12-16 05:25:39 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/621561,https://static.inaturalist.org/photos/781818/medium.jpg?1397360566,,"",Andrena or Colletes?,2,0,false,,"Anne Arundel, Maryland, United States",38.801415,-76.7004283333,,,,false,,,,Anne Arundel,Maryland,United States,Maryland,Anne Arundel,Unequal Cellophane Bee,Colletes inaequalis,Unequal Cellophane Bee,Insecta,199041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes inaequalis,,,,
621563,2014-04-12 14:58:14,2014-04-12,2014-04-12 18:58:14 UTC,Eastern Time (US & Canada),17932,treichard,2014-04-13 03:42:34 UTC,2018-12-16 05:25:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/621563,https://static.inaturalist.org/photos/781820/medium.jpg?1397360582,,"",Andrena or Colletes?,2,0,false,,"Anne Arundel, Maryland, United States",38.801415,-76.7004283333,,,,false,,,,Anne Arundel,Maryland,United States,Maryland,Anne Arundel,Unequal Cellophane Bee,Colletes inaequalis,Unequal Cellophane Bee,Insecta,199041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes inaequalis,,,,
621704,2014-04-09 17:44:20,2014-04-09,2014-04-09 22:44:20 UTC,Central Time (US & Canada),206,lfelliott,2014-04-13 05:59:04 UTC,2018-12-10 16:03:32 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/621704,https://static.inaturalist.org/photos/782019/medium.jpg?1397368792,,"",foraging at Rhus trilobata,2,0,false,,"Boone, Missouri, United States",38.94637,-92.44652,30,,,false,,,,Boone,Missouri,United States,Missouri,Boone,Unequal Cellophane Bee,Colletes inaequalis,Unequal Cellophane Bee,Insecta,199041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes inaequalis,,,,
654974,2004-07-15 11:55:42,2004-07-15,2004-07-15 18:55:42 UTC,Pacific Time (US & Canada),18329,eddiebug,2014-05-03 09:19:18 UTC,2018-01-07 14:32:49 UTC,needs_id,CC-BY-SA,http://www.inaturalist.org/observations/654974,https://static.inaturalist.org/photos/826524/medium.jpg?1399108821,,"","",3,0,false,,37.7732 -122.20215 ,37.7732,-122.20215,,,,false,,,Oakland,Alameda,California,United States,California,Alameda,Masked Bees,Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
657741,2014-05-03,2014-05-03,,Pacific Time (US & Canada),11166,m_prebus,2014-05-04 17:55:18 UTC,2018-01-07 14:31:28 UTC,needs_id,CC-BY-NC,http://www.inaturalist.org/observations/657741,https://static.inaturalist.org/photos/829268/medium.JPG?1399226123,,"","",2,1,false,,"Point Reyes, CA",38.010211,-122.844613,10,,,false,,,,Marin,California,United States,California,Marin,Plasterer Bees,Colletidae,Plasterer Bees,Insecta,127740,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,,,,,,,,,,,
691318,Wed May 21 2014 12:09:33 GMT-0700 (PDT),2014-05-21,2014-05-21 19:09:33 UTC,Pacific Time (US & Canada),35110,andym,2014-05-22 01:21:41 UTC,2019-10-30 17:53:01 UTC,needs_id,,http://www.inaturalist.org/observations/691318,https://static.inaturalist.org/photos/872811/medium.jpg?1400882151,,"","On cilantro, visiting same flowers simultaneously as similar critter with dark legs: http://www.inaturalist.org/observations/691319",2,0,false,3,"California, US",36.9898660758,-122.1335030071,,obscured,,true,,,,Santa Cruz,California,United States,California,Santa Cruz,Masked Bees,Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
691319,Wed May 21 2014 12:08:46 GMT-0700 (PDT),2014-05-21,2014-05-21 19:08:46 UTC,Pacific Time (US & Canada),35110,andym,2014-05-22 01:21:41 UTC,2019-10-30 17:52:19 UTC,needs_id,,http://www.inaturalist.org/observations/691319,https://static.inaturalist.org/photos/872809/medium.jpg?1400882150,,"","On cilantro, visiting same flowers simultaneously as similar critter with yellow legs: http://www.inaturalist.org/observations/691318",4,0,false,3,"California, US",36.9966036705,-122.0208806383,,obscured,,true,,,,Santa Cruz,California,United States,California,Santa Cruz,Masked Bees,Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
733225,2014-05-25,2014-05-25,,Eastern Time (US & Canada),3785,treegrow,2014-06-12 05:33:52 UTC,2019-02-15 17:29:52 UTC,needs_id,CC0,http://www.inaturalist.org/observations/733225,https://static.inaturalist.org/photos/921385/medium.jpg?1444578022,,"","Rock Creek Park, Washington, DC, USA. 25 May 2014.",1,0,false,,"Washington, District of Columbia, United States",38.985668,-77.047538,,,,false,,"",,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Rufous-chested Cellophane Bee,Colletes thoracicus,Rufous-chested Cellophane Bee,Insecta,487440,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes thoracicus,,,,
733226,2014-05-25,2014-05-25,,Eastern Time (US & Canada),3785,treegrow,2014-06-12 05:33:54 UTC,2019-11-13 18:32:07 UTC,needs_id,CC0,http://www.inaturalist.org/observations/733226,https://static.inaturalist.org/photos/921388/medium.jpg?1444578038,,LLF,"<em>Colletes</em> sp. Rock Creek Park, Washington, DC, USA. 25 May 2014.   Thanks to <a href=""https://www.flickr.com/people/panoramique/"">bleu.geo</a> for the genus id.",1,0,false,,"Washington, District of Columbia, United States",38.985668,-77.047538,,,,false,,"",,District of Columbia,District of Columbia,United States,District of Columbia,District of Columbia,Cellophane Bees,Colletes thoracicus,Rufous-chested Cellophane Bee,Insecta,487440,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes thoracicus,,,,
765894,2014-07-02,2014-07-02,,Eastern Time (US & Canada),35078,srall,2014-07-03 11:06:16 UTC,2018-12-12 05:37:38 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/765894,https://static.inaturalist.org/photos/963105/medium.JPG?1404385579,,"","",2,0,false,,cattus island park,39.981905,-74.128811,,,,false,,,,Ocean,New Jersey,United States,New Jersey,Ocean,Modest Masked Bee,Hylaeus modestus,Modest Masked Bee,Insecta,199048,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,Hylaeus modestus,,,,
772465,"April 09, 2011 10:35",2011-04-09,2011-04-09 15:35:00 UTC,Central Time (US & Canada),206,lfelliott,2014-07-07 00:23:32 UTC,2017-11-22 10:38:09 UTC,research,CC-BY-NC,http://www.inaturalist.org/observations/772465,https://static.inaturalist.org/photos/970226/medium.jpg?1444794394,,"",HYM Colletidae Colletes inequalis,1,0,false,,"Boone County, MO, US",38.874208,-92.296559,50,,,false,,"",,Boone,Missouri,United States,Missouri,Boone,Unequal Cellophane Bee,Colletes inaequalis,Unequal Cellophane Bee,Insecta,199041,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Colletinae,,,,Colletes,,Colletes inaequalis,,,,
810720,2014-07-31 13:50:23,2014-07-31,2014-07-31 17:50:23 UTC,Eastern Time (US & Canada),10787,maractwin,2014-07-31 20:02:57 UTC,2018-12-14 03:37:53 UTC,needs_id,CC-BY,http://www.inaturalist.org/observations/810720,https://static.inaturalist.org/photos/1022239/medium.jpg?1406837004,,"","",3,0,false,,"Middlesex, Massachusetts, United States",42.3953133333,-71.1566083333,,,,false,,,,Middlesex,Massachusetts,United States,Massachusetts,Middlesex,Masked Bees,Hylaeus,Masked Bees,Insecta,127812,Animalia,Arthropoda,Hexapoda,,Insecta,Pterygota,,Hymenoptera,Apocrita,Apoidea,Colletidae,Hylaeinae,,,,Hylaeus,,,,,,
